Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
22|1|Хрустальное скрдце|6^45|220.00|0|220.00||||||РС175|РС175|1|3|1|1|3||||||37.500000|19.000000|23.500000|5.333333||1|||0|0|1|за 1 шт.|уп.|5000|1. красное пламя;<BR>2. поток серебряных искр;<BR>3. поток зеленых и разлетающихся трещащих огней;<BR>4. поток золотых искр;<BR>5. поток красных, зеленых и разлетающихся трещащих серебряных огней. <BR>Верхний уровень. Разноцветные кометы разрываются сферами из:<BR>6. серебряных мерцающих и красных с серебряными форсами огней; <BR>7. золотых форсов и множества трещащих искр;<BR>8. золотых искристых форсов, синих и зеленых огней;<BR>Нижний уровень - фонтан. <BR>9. поток золотых звездочек;<BR>10. поток красных, зеленых и разлетающихся серебряных огней. <BR>Верхний уровень. Разноцветные кометы разрываются сферами из:<BR>11. серебряных мерцающих и красных с золотыми форсами огней;<BR>12. красных огней и серебряных искристых форсов;<BR>13. серебряных форсов и множества трещащих сфер (залп);<BR>1|1. красное пламя;<BR>2. поток серебряных искр;<BR>3. поток зеленых и разлетающихся трещащих огней;<BR>4. поток золотых искр;<BR>5. поток красных, зеленых и разлетающихся трещащих серебряных огней. <BR>Верхний уровень. Разноцветные кометы разрываются сферами из:<BR>6. серебряных мерцающих и красных с серебряными форсами огней; <BR>7. золотых форсов и множества трещащих искр;<BR>8. золотых искристых форсов, синих и зеленых огней;<BR>Нижний уровень - фонтан. <BR>9. поток золотых звездочек;<BR>10. поток красных, зеленых и разлетающихся серебряных огней. <BR>Верхний уровень. Разноцветные кометы разрываются сферами из:<BR>11. серебряных мерцающих и красных с золотыми форсами огней;<BR>12. красных огней и серебряных искристых форсов;<BR>13. серебряных форсов и множества трещащих сфер (залп);<BR>14. зеленых огней и золотых форсов с золотыми искрами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/BEGkg-lb9H4?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс175.jpg^http://presta6.newogonek.ru/images/рс175-1.jpg^http://presta6.newogonek.ru/images/рс175-2.jpg^http://presta6.newogonek.ru/images/рс175-3.jpg^http://presta6.newogonek.ru/images/рс175-4.jpg^http://presta6.newogonek.ru/images/рс175-5.jpg^http://presta6.newogonek.ru/images/рс175-6.jpg^http://presta6.newogonek.ru/images/рс175-7.jpg^http://presta6.newogonek.ru/images/рс175-8.jpg^http://presta6.newogonek.ru/images/рс175-9.jpg^http://presta6.newogonek.ru/images/рс175-10.jpg^http://presta6.newogonek.ru/images/рс175-11.jpg^http://presta6.newogonek.ru/images/рс175-12.jpg^http://presta6.newogonek.ru/images/рс175-13.jpg|1|Фасовка:шт.:1^Количество залпов:24:2^Калибр:1.2:3||new||||2|1^4^5^6|1|1|
23|1|Бурный Везувий|6^42|230.00|0|230.00||||||РС461|РС461|1|3|4|1|10||||||20.300000|8.200000|8.200000|1.500000||1|||0|1|4|за 1 шт.|уп.|5000|Красное пламя в основании и поток золотых звездочек.<BR>Поток серебряных искр.<BR>Поток разлетающихся трещащих искр, красных и зеленых огней.|Красное пламя в основании и поток золотых звездочек.<BR>Поток серебряных искр.<BR>Поток разлетающихся трещащих искр, красных и зеленых огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/7eM6l793Ibw?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс461.jpg^http://presta6.newogonek.ru/images/рс461-1.jpg^http://presta6.newogonek.ru/images/рс461-2.jpg^http://presta6.newogonek.ru/images/рс461-3.jpg^http://presta6.newogonek.ru/images/рс461-4.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
24|1|Дружба народов|6^43|240.00|0|240.00||||||РС492|РС492|1|3|1|1|8||||||21.500000|19.500000|19.500000|1.000000||1|||0|0|1|за 1 шт.|уп.|5000|11 эффектов.<BR>1. красное пламя в основании и поток серебряных звездочек;<BR>2.  поток красных, зеленых и разлетающихся трещащих серебряных огней;<BR>3. зеленое пламя в основании и поток серебряных звездочек;<BR>4. поток синих, зеленых и разлетающихся трещащих серебряных огней;<BR>5. фиолетовое пламя в основании и поток серебряных звездочек;<BR>6.  поток красных, зеленых и разлетающихся трещащих серебряных искр;<BR>7. синее пламя в основании и  поток серебряных звездочек;<BR>8.  поток красных, зеленых и разлетающихся трещащих золотых огней;<BR>9. желтое  пламя в основании и поток серебряных огней;<BR>10. поток желтых, фиолетовых и разлетающихся шуршащих серебряных огней;<BR>11.  вертикальный фонтан: - синее пламя в основании и поток серебряных огней, потом поток красных, синих  и зеленых|11 эффектов.<BR>1. красное пламя в основании и поток серебряных звездочек;<BR>2.  поток красных, зеленых и разлетающихся трещащих серебряных огней;<BR>3. зеленое пламя в основании и поток серебряных звездочек;<BR>4. поток синих, зеленых и разлетающихся трещащих серебряных огней;<BR>5. фиолетовое пламя в основании и поток серебряных звездочек;<BR>6.  поток красных, зеленых и разлетающихся трещащих серебряных искр;<BR>7. синее пламя в основании и  поток серебряных звездочек;<BR>8.  поток красных, зеленых и разлетающихся трещащих золотых огней;<BR>9. желтое  пламя в основании и поток серебряных огней;<BR>10. поток желтых, фиолетовых и разлетающихся шуршащих серебряных огней;<BR>11.  вертикальный фонтан: - синее пламя в основании и поток серебряных огней, потом поток красных, синих  и зеленых огней и серебряных трещащих искр; 3 горизонтальных фонтана – красное пламя в основании и поток серебряных огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/KxxnkoTPfDs?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс492.jpg|1|Фасовка:шт.:1||new||||2|1^4^5^6|1|1|
25|1|Римская свеча-30|7^46^108^55^110^113|250.00|0|250.00||||||Р5080|Р5080|1|1|12|1|36||||||54.000000|1.200000|1.200000|0.527778||1|||0|1|12|за 1 шт.|уп.|5000|3 эффекта: 1. Красные звезды. 2. Зеленые звезды. 3. Оранжевые звезды (до 15 м)|3 эффекта: 1. Красные звезды. 2. Зеленые звезды. 3. Оранжевые звезды (до 15 м)<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/2QddyXgzbT4?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р5080.jpg^http://presta6.newogonek.ru/images/р5080-1.jpg^http://presta6.newogonek.ru/images/р5080-2.jpg^http://presta6.newogonek.ru/images/р5080-3.jpg|1|Фасовка:уп.:1^Количество залпов:30:2^Калибр:0.3:3||new||||2|1^4^5^6|1|1|
26|1|Метелица|7^47^108^55^110^111|260.00|0|260.00||||||Р5300|Р5300|1|1|4|1|36||||||47.000000|2.100000|2.100000|0.416667||1|||0|1|4|за 1 шт.|уп.|5000|Выстреливает белые искристые кометы, переходящие в искристые вертушки с треском.|Выстреливает белые искристые кометы, переходящие в искристые вертушки с треском.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/sW0ykWhJdeE?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р5300.jpg^http://presta6.newogonek.ru/images/р5300-1.jpg^http://presta6.newogonek.ru/images/р5300-2.jpg|1|Фасовка:уп.:1^Количество залпов:6:2^Калибр:0.5:3||new||||2|1^4^5^6|1|1|
27|1|Щелкунчик|7^47^108^50^110^112|270.00|0|270.00||||||Р5543|Р5543|1|1|2|1|24||||||53.000000|3.400000|3.400000|0.458333||1|||0|1|2|за 1 шт.|уп.|5000|2 эффекта: 1. Красные звезды с белыми искристыми хвостами и треском. 2. Зеленое мерцание.|2 эффекта: 1. Красные звезды с белыми искристыми хвостами и треском. 2. Зеленое мерцание.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/2XNG4Z8attk?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р5543.jpg^http://presta6.newogonek.ru/images/р5543-1.jpg^http://presta6.newogonek.ru/images/р5543-2.jpg^http://presta6.newogonek.ru/images/р5543-3.jpg|1|Фасовка:уп.:1^Количество залпов:8:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
28|1|Танец  огня|7^47^108^50^110^112|280.00|0|280.00||||||РС500|РС500|1|3|2|1|36||||||53.000000|3.400000|3.400000|0.763889||1|||0|1|2|за 1 шт.|уп.|5000|Разноцветные кометы разрываются сферами из:<BR><BR>красных огней;<BR>зеленых огней;<BR>разноцветных огней;<BR>трещащих огней.|Разноцветные кометы разрываются сферами из:<BR><BR>красных огней;<BR>зеленых огней;<BR>разноцветных огней;<BR>трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/HmHVuK8W6Cc?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс500.jpg|1|Фасовка:уп.:1^Количество залпов:8:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
29|1|Травиата|7^47^108^50^110^112|290.00|0|290.00||||||РС505|РС505|1|3|2|1|36||||||53.000000|3.400000|3.400000|0.666667||1|||0|1|2|за 1 шт.|уп.|5000|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>красных и белых мерцающих огней;<BR>серебряных форсов и золотых мерцающих огней;<BR>серебряных форсов и белых мерцающих огней;<BR>серебряных форсов и трещащих огней.|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>красных и белых мерцающих огней;<BR>серебряных форсов и золотых мерцающих огней;<BR>серебряных форсов и белых мерцающих огней;<BR>серебряных форсов и трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/hqvUifFh2Dw?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс505.jpg|1|Фасовка:уп.:1^Количество залпов:8:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
30|1|Пиковая дама|7^47^108^50^110^112|300.00|0|300.00||||||РС506|РС506|1|3|2|1|36||||||53.000000|3.400000|3.400000|0.666667||1|||0|1|2|за 1 шт.|уп.|5000|Разноцветные кометы разрываются сферами из: <BR>синих огней;<BR>золотых форсов и красных мерцающих огней;<BR>золотых форсов и золотых мерцающих огней;<BR>трещащих огней.|Разноцветные кометы разрываются сферами из: <BR>синих огней;<BR>золотых форсов и красных мерцающих огней;<BR>золотых форсов и золотых мерцающих огней;<BR>трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/pvNUq75c-S4?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс506.jpg^http://presta6.newogonek.ru/images/рс506-1.jpg^http://presta6.newogonek.ru/images/рс506-2.jpg^http://presta6.newogonek.ru/images/рс506-3.jpg|1|Фасовка:уп.:1^Количество залпов:8:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
31|1|Нов. калейдоскоп|7^47^108^51^110^112|310.00|0|310.00||||||РС530|РС530|1|3|1|1|36||||||89.000000|4.000000|4.000000|0.736111||1|||0|0|1|за 1 шт.|уп.|5000|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>золотых форсов и зеленых мерцающих огней;<BR>оранжевых огней с форсами, зеленых огней с форсами и трещащих огней в центре;<BR>серебряных мерцающих огней;<BR>красных огней с форсами, зеленых огней с форсами и трещащих огней в центре.|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>золотых форсов и зеленых мерцающих огней;<BR>оранжевых огней с форсами, зеленых огней с форсами и трещащих огней в центре;<BR>серебряных мерцающих огней;<BR>красных огней с форсами, зеленых огней с форсами и трещащих огней в центре.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/MDXm5-N6T5Q?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс530.jpg|1|Фасовка:шт.:1^Количество залпов:8:2^Калибр:1.2:3||new||||2|1^4^5^6|1|1|
32|1|Южный крест|7^48^47^108^50^110^113|320.00|0|320.00||||||РС570|РС570|1|3|1|1|18||||||59.000000|6.800000|6.800000|1.333333||1|||0|0|1|за 1 шт.|уп.|5000|8 эффектов. <BR>Разноцветные кометы разрываются сферами из: <BR>1. серебряных форсов; <BR>2. зеленых огней; <BR>3. синих огней; <BR>4. красных огней; <BR>5. белых мерцающих огней; <BR>6. зеленых и фиолетовых огней; <BR>7. красных и зеленых огней; <BR>8. синих и белых мерцающих огней.|8 эффектов. <BR>Разноцветные кометы разрываются сферами из: <BR>1. серебряных форсов; <BR>2. зеленых огней; <BR>3. синих огней; <BR>4. красных огней; <BR>5. белых мерцающих огней; <BR>6. зеленых и фиолетовых огней; <BR>7. красных и зеленых огней; <BR>8. синих и белых мерцающих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/RX5KRa3Hicw?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс570.jpg|1|Фасовка:шт.:1^Количество залпов:40:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
33|1|Гончие псы|7^47^48^108^50^110^113|330.00|0|330.00||||||РС572|РС572|1|3|1|1|18||||||59.000000|7.200000|7.200000|1.333333||1|||0|0|1|за 1 шт.|уп.|5000|15 эффектов. <BR>Разноцветные кометы разрываются сферами из:<BR>1. золотых форсов;<BR>2. серебряных форсов;<BR>3. красных и синих огней;<BR>4. красных и серебряных мерцающих огней;<BR>5. золотых форсов и серебряных трещащих огней;<BR>6. фиолетовых огнй;<BR>7. оранжевых и зеленых огней;<BR>8. множества трещащих сфер;<BR>9. золотых форсов и зеленых мерцающих огней;<BR>10. золотых огней с золотыми форсами;<BR>11. красных и зеленых огней; <BR>12. множества серебряных трещащих огней;<BR>13. серебряных форсов и красных мерцающих огней;<BR>14. красных огней с серебряными форсами;<BR>15. зеленых и фиолетовых огней.|15 эффектов. <BR>Разноцветные кометы разрываются сферами из:<BR>1. золотых форсов;<BR>2. серебряных форсов;<BR>3. красных и синих огней;<BR>4. красных и серебряных мерцающих огней;<BR>5. золотых форсов и серебряных трещащих огней;<BR>6. фиолетовых огнй;<BR>7. оранжевых и зеленых огней;<BR>8. множества трещащих сфер;<BR>9. золотых форсов и зеленых мерцающих огней;<BR>10. золотых огней с золотыми форсами;<BR>11. красных и зеленых огней; <BR>12. множества серебряных трещащих огней;<BR>13. серебряных форсов и красных мерцающих огней;<BR>14. красных огней с серебряными форсами;<BR>15. зеленых и фиолетовых огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/qkudeI27w88?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс572.jpg|1|Фасовка:шт.:1^Количество залпов:40:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
34|1|Матрёшка ( 1,7" x 6 )|8^58|340.00|0|340.00||||||Р6210|Р6210|1|1|1|1|15||||||27.500000|5.200000|5.200000|0.000000||1|||0|0|1|за 1 шт.|уп.|5000|1. Разрыв красными зведами. 2. Разрыв зелеными звездами. 3. Разрыв белыми звездами.|1. Разрыв красными зведами. 2. Разрыв зелеными звездами. 3. Разрыв белыми звездами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/V50z3UMvO4A?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р6210.jpg^http://presta6.newogonek.ru/images/р6210-1.jpg^http://presta6.newogonek.ru/images/р6210-2.jpg^http://presta6.newogonek.ru/images/р6210-3.jpg|1|Фасовка:шт.:1^Количество залпов:6:2^Калибр:1.7:3||new||||2|1^4^5^6|1|1|
35|1|Салют наций|8^60|350.00|0|350.00||||||Р6290|Р6290|1|0|1|1|6||||||35.500000|5.400000|5.400000|30.000000||1|||0|0|1|за 1 шт.|уп.|5000|Набор шаров с различными эффектами:<BR><BR>1. Сфера красных звезд.<BR><BR>2. Сфера синих звезд.<BR><BR>3. Сфера зеленых звезд.<BR><BR>4. Золотые и зеленые звезды.<BR><BR>5. Белые хвосты и красные звезды.<BR><BR>6. Белые хвосты и облако трещащих разрывов.<BR><BR>7. Угольные хвосты и красные, зеленые звезды.<BR><BR>8. Разрыв золотыми звездами и букет красных звезд.<BR><BR>9. Угольные хвосты, белые звезды и белые хвосты.<BR><BR>10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.<BR><BR>11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.<BR><BR>12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.|Набор шаров с различными эффектами:<BR><BR>1. Сфера красных звезд.<BR><BR>2. Сфера синих звезд.<BR><BR>3. Сфера зеленых звезд.<BR><BR>4. Золотые и зеленые звезды.<BR><BR>5. Белые хвосты и красные звезды.<BR><BR>6. Белые хвосты и облако трещащих разрывов.<BR><BR>7. Угольные хвосты и красные, зеленые звезды.<BR><BR>8. Разрыв золотыми звездами и букет красных звезд.<BR><BR>9. Угольные хвосты, белые звезды и белые хвосты.<BR><BR>10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.<BR><BR>11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.<BR><BR>12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/mO0JQVY8Tk8?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р6290.jpg^http://presta6.newogonek.ru/images/р6290-1.jpg^http://presta6.newogonek.ru/images/р6290-2.jpg^http://presta6.newogonek.ru/images/р6290-3.jpg^http://presta6.newogonek.ru/images/р6290-4.jpg^http://presta6.newogonek.ru/images/р6290-5.jpg^http://presta6.newogonek.ru/images/р6290-6.jpg^http://presta6.newogonek.ru/images/р6290-7.jpg^http://presta6.newogonek.ru/images/р6290-8.jpg^http://presta6.newogonek.ru/images/р6290-9.jpg|1|Фасовка:шт.:1^Количество залпов:18:2^Калибр:1.9:3||new||||2|1^4^5^6|1|1|
